WEATHER CENTER LOCATION,LATITUDE,LONGITUDE,DATE,SNWD,TMAX,TMIN
"BATH, ME US",43.9316,-69.8564,12/7/2016,2,37,15
"BATH, ME US",43.9316,-69.8564,12/8/2016,2,34,27
"BATH, ME US",43.9316,-69.8564,12/9/2016,1,41,26
"BATH, ME US",43.9316,-69.8564,12/10/2016,0,32,14
"BATH, ME US",43.9316,-69.8564,12/11/2016,0,24,6
"BATH, ME US",43.9316,-69.8564,12/12/2016,4,30,7
"BATH, ME US",43.9316,-69.8564,12/13/2016,6,31,11
"BATH, ME US",43.9316,-69.8564,12/14/2016,6,36,13
"BATH, ME US",43.9316,-69.8564,12/15/2016,5,37,19
"BATH, ME US",43.9316,-69.8564,12/16/2016,5,27,-4
"BATH, ME US",43.9316,-69.8564,12/17/2016,5,8,-8
"BATH, ME US",43.9316,-69.8564,12/18/2016,9,29,8
"BATH, ME US",43.9316,-69.8564,12/19/2016,7,45,13
"BATH, ME US",43.9316,-69.8564,12/20/2016,7,26,-5
"BATH, ME US",43.9316,-69.8564,12/21/2016,7,28,-3
"BATH, ME US",43.9316,-69.8564,12/22/2016,6,42,20
"BATH, ME US",43.9316,-69.8564,12/23/2016,7,34,22
"BATH, ME US",43.9316,-69.8564,12/24/2016,6,41,21
"BATH, ME US",43.9316,-69.8564,12/25/2016,6,41,24
"BATH, ME US",43.9316,-69.8564,12/26/2016,6,38,7
"BATH, ME US",43.9316,-69.8564,12/27/2016,4,46,12
"BATH, ME US",43.9316,-69.8564,12/28/2016,3,52,31
"BATH, ME US",43.9316,-69.8564,12/29/2016,2,38,20
"BATH, ME US",43.9316,-69.8564,12/30/2016,6,39,20
"BATH, ME US",43.9316,-69.8564,12/31/2016,5,37,13
"BATH, ME US",43.9316,-69.8564,1/1/2017,4,36,14
"BATH, ME US",43.9316,-69.8564,1/2/2017,4,42,18
"BATH, ME US",43.9316,-69.8564,1/3/2017,4,43,18
"BATH, ME US",43.9316,-69.8564,1/4/2017,3,39,29
"BATH, ME US",43.9316,-69.8564,1/5/2017,3,40,26
"BATH, ME US",43.9316,-69.8564,1/6/2017,3,31,24
"BATH, ME US",43.9316,-69.8564,1/7/2017,3,28,7
"BATH, ME US",43.9316,-69.8564,1/8/2017,4,19,9
"BATH, ME US",43.9316,-69.8564,1/9/2017,4,19,-5
"BATH, ME US",43.9316,-69.8564,1/10/2017,4,17,-6
"BATH, ME US",43.9316,-69.8564,1/11/2017,1,47,1
"BATH, ME US",43.9316,-69.8564,1/12/2017,0,53,33
"BATH, ME US",43.9316,-69.8564,1/13/2017,0,49,39
"BATH, ME US",43.9316,-69.8564,1/14/2017,0,40,11
"BATH, ME US",43.9316,-69.8564,1/15/2017,0,22,9
"BATH, ME US",43.9316,-69.8564,1/16/2017,0,31,10
"BATH, ME US",43.9316,-69.8564,1/17/2017,0,36,10
"BATH, ME US",43.9316,-69.8564,1/18/2017,1,39,17
"BATH, ME US",43.9316,-69.8564,1/19/2017,4,30,24
"BATH, ME US",43.9316,-69.8564,1/20/2017,3,40,20
"BATH, ME US",43.9316,-69.8564,1/21/2017,3,43,20
"BATH, ME US",43.9316,-69.8564,1/22/2017,1,44,32
"BATH, ME US",43.9316,-69.8564,1/23/2017,0,39,29
"BATH, ME US",43.9316,-69.8564,1/24/2017,0,31,29
"BATH, ME US",43.9316,-69.8564,1/25/2017,1,35,31
"BATH, ME US",43.9316,-69.8564,1/26/2017,1,39,26
"BATH, ME US",43.9316,-69.8564,1/27/2017,1,43,34
"BATH, ME US",43.9316,-69.8564,1/28/2017,0,43,28
"BATH, ME US",43.9316,-69.8564,1/29/2017,0,40,28
"BATH, ME US",43.9316,-69.8564,1/30/2017,0,40,21
"BATH, ME US",43.9316,-69.8564,1/31/2017,0,36,14
"BATH, ME US",43.9316,-69.8564,2/1/2017,1,26,11
"BATH, ME US",43.9316,-69.8564,2/2/2017,2,28,7
"BATH, ME US",43.9316,-69.8564,2/3/2017,1,37,6
"BATH, ME US",43.9316,-69.8564,2/4/2017,1,33,9
"BATH, ME US",43.9316,-69.8564,2/5/2017,0,29,18
"BATH, ME US",43.9316,-69.8564,2/6/2017,0,37,23
"BATH, ME US",43.9316,-69.8564,2/7/2017,2,30,14
"BATH, ME US",43.9316,-69.8564,2/8/2017,5,19,14
"BATH, ME US",43.9316,-69.8564,2/9/2017,5,39,14
"BATH, ME US",43.9316,-69.8564,2/10/2017,14,24,3
"BATH, ME US",43.9316,-69.8564,2/11/2017,13,15,0
"BATH, ME US",43.9316,-69.8564,2/12/2017,16,13,8
"BATH, ME US",43.9316,-69.8564,2/13/2017,30,24,13
"BATH, ME US",43.9316,-69.8564,2/14/2017,30,26,8
"BATH, ME US",43.9316,-69.8564,2/15/2017,29,29,4
"BATH, ME US",43.9316,-69.8564,2/16/2017,30,39,17
"BATH, ME US",43.9316,-69.8564,2/17/2017,28,33,17
"BATH, ME US",43.9316,-69.8564,2/18/2017,26,37,10
"BATH, ME US",43.9316,-69.8564,2/19/2017,24,42,18
"BATH, ME US",43.9316,-69.8564,2/20/2017,22,55,27
"BATH, ME US",43.9316,-69.8564,2/21/2017,21,42,12
"BATH, ME US",43.9316,-69.8564,2/22/2017,20,41,12
"BATH, ME US",43.9316,-69.8564,2/23/2017,19,56,23
"BATH, ME US",43.9316,-69.8564,2/24/2017,17,49,24
"BATH, ME US",43.9316,-69.8564,2/25/2017,12,52,34
"BATH, ME US",43.9316,-69.8564,2/26/2017,5,52,36
"BATH, ME US",43.9316,-69.8564,2/27/2017,4,43,19
"BATH, ME US",43.9316,-69.8564,2/28/2017,3,50,26
"BATH, ME US",43.9316,-69.8564,3/1/2017,0,47,27
"BATH, ME US",43.9316,-69.8564,3/2/2017,0,49,43
"BATH, ME US",43.9316,-69.8564,3/3/2017,0,47,18
"BATH, ME US",43.9316,-69.8564,3/4/2017,0,30,7
"BATH, ME US",43.9316,-69.8564,3/5/2017,0,13,7
"BATH, ME US",43.9316,-69.8564,3/6/2017,0,29,5
"BATH, ME US",43.9316,-69.8564,3/7/2017,0,40,4
"BATH, ME US",43.9316,-69.8564,3/8/2017,0,43,32
"BATH, ME US",43.9316,-69.8564,3/9/2017,0,52,31
"BATH, ME US",43.9316,-69.8564,3/10/2017,0,41,24
"BATH, ME US",43.9316,-69.8564,3/11/2017,0,29,8
"BATH, ME US",43.9316,-69.8564,3/12/2017,0,10,3
"BATH, ME US",43.9316,-69.8564,3/13/2017,0,23,4
"BATH, ME US",43.9316,-69.8564,3/14/2017,0,32,10
"BATH, ME US",43.9316,-69.8564,3/15/2017,14,30,22
"BATH, ME US",43.9316,-69.8564,3/16/2017,13,31,17
"BATH, ME US",43.9316,-69.8564,3/17/2017,12,32,5
"BATH, ME US",43.9316,-69.8564,3/18/2017,12,36,5
"BATH, ME US",43.9316,-69.8564,3/19/2017,11,39,6
"BATH, ME US",43.9316,-69.8564,3/20/2017,10,41,25
"BATH, ME US",43.9316,-69.8564,3/21/2017,8,48,22
"BATH, ME US",43.9316,-69.8564,3/22/2017,6,49,25
"BATH, ME US",43.9316,-69.8564,3/23/2017,5,32,13
"BATH, ME US",43.9316,-69.8564,3/24/2017,5,34,12
"BATH, ME US",43.9316,-69.8564,3/25/2017,5,35,17
"BATH, ME US",43.9316,-69.8564,3/26/2017,5,42,19
"BATH, ME US",43.9316,-69.8564,3/27/2017,4,41,18
"BATH, ME US",43.9316,-69.8564,3/28/2017,4,36,32
"BATH, ME US",43.9316,-69.8564,3/29/2017,4,38,32
"BATH, ME US",43.9316,-69.8564,3/30/2017,3,43,31
"BATH, ME US",43.9316,-69.8564,3/31/2017,2,46,26
"BATH, ME US",43.9316,-69.8564,4/1/2017,5,40,26
"BATH, ME US",43.9316,-69.8564,4/2/2017,6,34,31
"BATH, ME US",43.9316,-69.8564,4/3/2017,3,51,24
"BATH, ME US",43.9316,-69.8564,4/4/2017,2,55,24
"BATH, ME US",43.9316,-69.8564,4/5/2017,0,40,33
"BATH, ME US",43.9316,-69.8564,4/6/2017,0,41,34
"BATH, ME US",43.9316,-69.8564,4/7/2017,0,51,35
"BATH, ME US",43.9316,-69.8564,4/8/2017,0,51,38
"BATH, ME US",43.9316,-69.8564,4/9/2017,0,48,28
"BATH, ME US",43.9316,-69.8564,4/10/2017,0,58,28
"BATH, ME US",43.9316,-69.8564,4/11/2017,0,61,37
"BATH, ME US",43.9316,-69.8564,4/12/2017,0,78,41
"BATH, ME US",43.9316,-69.8564,4/13/2017,0,65,37
"BATH, ME US",43.9316,-69.8564,4/14/2017,0,57,28
"BATH, ME US",43.9316,-69.8564,4/15/2017,0,59,28
"BATH, ME US",43.9316,-69.8564,4/16/2017,0,62,28
"BATH, ME US",43.9316,-69.8564,4/17/2017,0,80,48
"BATH, ME US",43.9316,-69.8564,4/18/2017,0,67,40
"BATH, ME US",43.9316,-69.8564,4/19/2017,0,48,27
"BATH, ME US",43.9316,-69.8564,4/20/2017,0,47,31
"BATH, ME US",43.9316,-69.8564,4/21/2017,0,53,41
"BATH, ME US",43.9316,-69.8564,4/22/2017,0,44,37
"BATH, ME US",43.9316,-69.8564,4/23/2017,0,41,34
"BATH, ME US",43.9316,-69.8564,4/24/2017,0,59,35
"BATH, ME US",43.9316,-69.8564,4/25/2017,0,65,35
"BATH, ME US",43.9316,-69.8564,4/26/2017,0,51,39
"BATH, ME US",43.9316,-69.8564,4/27/2017,0,56,47
"BATH, ME US",43.9316,-69.8564,4/28/2017,0,61,48
"BATH, ME US",43.9316,-69.8564,4/29/2017,0,69,47
"BATH, ME US",43.9316,-69.8564,4/30/2017,0,77,39
"BATH, ME US",43.9316,-69.8564,5/1/2017,0,53,43
"BATH, ME US",43.9316,-69.8564,5/2/2017,0,44,42
"BATH, ME US",43.9316,-69.8564,5/3/2017,0,54,42
"BATH, ME US",43.9316,-69.8564,5/4/2017,0,65,34
"BATH, ME US",43.9316,-69.8564,5/5/2017,0,61,33
"BATH, ME US",43.9316,-69.8564,5/6/2017,0,51,45
"BATH, ME US",43.9316,-69.8564,5/7/2017,0,60,50
"BATH, ME US",43.9316,-69.8564,5/8/2017,0,60,47
"BATH, ME US",43.9316,-69.8564,5/9/2017,0,50,36
"BATH, ME US",43.9316,-69.8564,5/10/2017,0,52,36
"BATH, ME US",43.9316,-69.8564,5/11/2017,0,56,42
"BATH, ME US",43.9316,-69.8564,5/12/2017,0,52,45
"BATH, ME US",43.9316,-69.8564,5/13/2017,0,64,38
"BATH, ME US",43.9316,-69.8564,5/14/2017,0,60,37
"BATH, ME US",43.9316,-69.8564,5/15/2017,0,48,46
"BATH, ME US",43.9316,-69.8564,5/16/2017,0,54,34
"BATH, ME US",43.9316,-69.8564,5/17/2017,0,76,42
"BATH, ME US",43.9316,-69.8564,5/18/2017,0,73,52
"BATH, ME US",43.9316,-69.8564,5/19/2017,0,92,52
"BATH, ME US",43.9316,-69.8564,5/20/2017,0,85,48
"BATH, ME US",43.9316,-69.8564,5/21/2017,0,69,36
"BATH, ME US",43.9316,-69.8564,5/22/2017,0,69,37
"BATH, ME US",43.9316,-69.8564,5/23/2017,0,57,46
"BATH, ME US",43.9316,-69.8564,5/24/2017,0,68,45
"BATH, ME US",43.9316,-69.8564,5/25/2017,0,73,45
"BATH, ME US",43.9316,-69.8564,5/26/2017,0,58,47
"BATH, ME US",43.9316,-69.8564,5/27/2017,0,54,49
"BATH, ME US",43.9316,-69.8564,5/28/2017,0,67,40
"BATH, ME US",43.9316,-69.8564,5/29/2017,0,62,43
"BATH, ME US",43.9316,-69.8564,5/30/2017,0,50,46
"BATH, ME US",43.9316,-69.8564,5/31/2017,0,55,48
"BATH, ME US",43.9316,-69.8564,6/1/2017,0,57,51
"BATH, ME US",43.9316,-69.8564,6/2/2017,0,67,42
"BATH, ME US",43.9316,-69.8564,6/3/2017,0,66,45
"BATH, ME US",43.9316,-69.8564,6/4/2017,0,63,40
"BATH, ME US",43.9316,-69.8564,6/5/2017,0,70,48
"BATH, ME US",43.9316,-69.8564,6/6/2017,0,55,47
"BATH, ME US",43.9316,-69.8564,6/7/2017,0,58,46
"BATH, ME US",43.9316,-69.8564,6/8/2017,0,72,45
"BATH, ME US",43.9316,-69.8564,6/9/2017,0,71,45
"BATH, ME US",43.9316,-69.8564,6/10/2017,0,62,48
"BATH, ME US",43.9316,-69.8564,6/11/2017,0,75,48
"BATH, ME US",43.9316,-69.8564,6/12/2017,0,86,53
"BATH, ME US",43.9316,-69.8564,6/13/2017,0,85,59
"BATH, ME US",43.9316,-69.8564,6/14/2017,0,90,48
"BATH, ME US",43.9316,-69.8564,6/15/2017,0,74,46
"BATH, ME US",43.9316,-69.8564,6/16/2017,0,68,50
"BATH, ME US",43.9316,-69.8564,6/17/2017,0,62,55
"BATH, ME US",43.9316,-69.8564,6/18/2017,0,71,58
"BATH, ME US",43.9316,-69.8564,6/19/2017,0,75,62
"BATH, ME US",43.9316,-69.8564,6/20/2017,0,75,61
"BATH, ME US",43.9316,-69.8564,6/21/2017,0,75,56
"BATH, ME US",43.9316,-69.8564,6/22/2017,0,79,50
"BATH, ME US",43.9316,-69.8564,6/23/2017,0,77,53
"BATH, ME US",43.9316,-69.8564,6/24/2017,0,75,58
"BATH, ME US",43.9316,-69.8564,6/25/2017,0,80,53
"BATH, ME US",43.9316,-69.8564,6/26/2017,0,78,53
"BATH, ME US",43.9316,-69.8564,6/27/2017,0,74,50
"BATH, ME US",43.9316,-69.8564,6/28/2017,0,72,52
"BATH, ME US",43.9316,-69.8564,6/29/2017,0,73,50
"BATH, ME US",43.9316,-69.8564,6/30/2017,0,71,58
"BATH, ME US",43.9316,-69.8564,7/1/2017,0,77,62
"BATH, ME US",43.9316,-69.8564,7/2/2017,0,79,63
"BATH, ME US",43.9316,-69.8564,7/3/2017,0,86,61
"BATH, ME US",43.9316,-69.8564,7/4/2017,0,81,52
"BATH, ME US",43.9316,-69.8564,7/5/2017,0,78,50
"BATH, ME US",43.9316,-69.8564,7/6/2017,0,80,50
"BATH, ME US",43.9316,-69.8564,7/7/2017,0,73,61
"BATH, ME US",43.9316,-69.8564,7/8/2017,0,68,53
"BATH, ME US",43.9316,-69.8564,7/9/2017,0,73,56
"BATH, ME US",43.9316,-69.8564,7/10/2017,0,80,57
"BATH, ME US",43.9316,-69.8564,7/11/2017,0,78,58
"BATH, ME US",43.9316,-69.8564,7/12/2017,0,76,58
"BATH, ME US",43.9316,-69.8564,7/13/2017,0,84,59
"BATH, ME US",43.9316,-69.8564,7/14/2017,0,60,52
"BATH, ME US",43.9316,-69.8564,7/15/2017,0,71,53
"BATH, ME US",43.9316,-69.8564,7/16/2017,0,73,55
"BATH, ME US",43.9316,-69.8564,7/17/2017,0,83,55
"BATH, ME US",43.9316,-69.8564,7/18/2017,0,79,63
"BATH, ME US",43.9316,-69.8564,7/19/2017,0,77,65
"BATH, ME US",43.9316,-69.8564,7/20/2017,0,80,63
"BATH, ME US",43.9316,-69.8564,7/21/2017,0,86,59
"BATH, ME US",43.9316,-69.8564,7/22/2017,0,87,59
"BATH, ME US",43.9316,-69.8564,7/23/2017,0,85,59
"BATH, ME US",43.9316,-69.8564,7/24/2017,0,74,53
"BATH, ME US",43.9316,-69.8564,7/25/2017,0,64,55
"BATH, ME US",43.9316,-69.8564,7/26/2017,0,74,48
"BATH, ME US",43.9316,-69.8564,7/27/2017,0,81,56
"BATH, ME US",43.9316,-69.8564,7/28/2017,0,71,57
"BATH, ME US",43.9316,-69.8564,7/29/2017,0,82,56
"BATH, ME US",43.9316,-69.8564,7/30/2017,0,75,47
"BATH, ME US",43.9316,-69.8564,7/31/2017,0,79,50
"BATH, ME US",43.9316,-69.8564,8/1/2017,0,82,56
"BATH, ME US",43.9316,-69.8564,8/2/2017,0,88,55
"BATH, ME US",43.9316,-69.8564,8/3/2017,0,86,56
"BATH, ME US",43.9316,-69.8564,8/4/2017,0,79,61
"BATH, ME US",43.9316,-69.8564,8/5/2017,0,78,62
"BATH, ME US",43.9316,-69.8564,8/6/2017,0,75,59
"BATH, ME US",43.9316,-69.8564,8/7/2017,0,74,48
"BATH, ME US",43.9316,-69.8564,8/8/2017,0,78,48
"BATH, ME US",43.9316,-69.8564,8/9/2017,0,69,51
"BATH, ME US",43.9316,-69.8564,8/10/2017,0,79,52
"BATH, ME US",43.9316,-69.8564,8/11/2017,0,82,55
"BATH, ME US",43.9316,-69.8564,8/12/2017,0,79,60
"BATH, ME US",43.9316,-69.8564,8/13/2017,0,73,64
"BATH, ME US",43.9316,-69.8564,8/14/2017,0,84,52
"BATH, ME US",43.9316,-69.8564,8/15/2017,0,81,57
"BATH, ME US",43.9316,-69.8564,8/16/2017,0,77,59
"BATH, ME US",43.9316,-69.8564,8/17/2017,0,80,46
"BATH, ME US",43.9316,-69.8564,8/18/2017,0,80,46
"BATH, ME US",43.9316,-69.8564,8/19/2017,0,63,59
"BATH, ME US",43.9316,-69.8564,8/20/2017,0,79,59
"BATH, ME US",43.9316,-69.8564,8/21/2017,0,81,54
"BATH, ME US",43.9316,-69.8564,8/22/2017,0,82,55
"BATH, ME US",43.9316,-69.8564,8/23/2017,0,79,60
"BATH, ME US",43.9316,-69.8564,8/24/2017,0,82,50
"BATH, ME US",43.9316,-69.8564,8/25/2017,0,79,52
"BATH, ME US",43.9316,-69.8564,8/26/2017,0,72,47
"BATH, ME US",43.9316,-69.8564,8/27/2017,0,74,45
"BATH, ME US",43.9316,-69.8564,8/28/2017,0,75,43
"BATH, ME US",43.9316,-69.8564,8/29/2017,0,75,43
"BATH, ME US",43.9316,-69.8564,8/30/2017,0,69,49
"BATH, ME US",43.9316,-69.8564,8/31/2017,0,68,43
"BATH, ME US",43.9316,-69.8564,9/1/2017,0,75,43
"BATH, ME US",43.9316,-69.8564,9/2/2017,0,64,40
"BATH, ME US",43.9316,-69.8564,9/3/2017,0,72,39
"BATH, ME US",43.9316,-69.8564,9/4/2017,0,62,49
"BATH, ME US",43.9316,-69.8564,9/5/2017,0,74,52
"BATH, ME US",43.9316,-69.8564,9/6/2017,0,74,62
"BATH, ME US",43.9316,-69.8564,9/7/2017,0,68,58
"BATH, ME US",43.9316,-69.8564,9/8/2017,0,71,47
"BATH, ME US",43.9316,-69.8564,9/9/2017,0,70,46
"BATH, ME US",43.9316,-69.8564,9/10/2017,0,72,45
"BATH, ME US",43.9316,-69.8564,9/11/2017,0,71,46
"BATH, ME US",43.9316,-69.8564,9/12/2017,0,78,46
"BATH, ME US",43.9316,-69.8564,9/13/2017,0,78,45
"BATH, ME US",43.9316,-69.8564,9/14/2017,0,81,50
"BATH, ME US",43.9316,-69.8564,9/15/2017,0,81,55
"BATH, ME US",43.9316,-69.8564,9/16/2017,0,75,63
"BATH, ME US",43.9316,-69.8564,9/17/2017,0,79,59
"BATH, ME US",43.9316,-69.8564,9/18/2017,0,75,59
"BATH, ME US",43.9316,-69.8564,9/19/2017,0,66,59
"BATH, ME US",43.9316,-69.8564,9/20/2017,0,70,60
"BATH, ME US",43.9316,-69.8564,9/21/2017,0,74,62
"BATH, ME US",43.9316,-69.8564,9/22/2017,0,74,52
"BATH, ME US",43.9316,-69.8564,9/23/2017,0,71,52
"BATH, ME US",43.9316,-69.8564,9/24/2017,0,85,54
"BATH, ME US",43.9316,-69.8564,9/25/2017,0,86,55
"BATH, ME US",43.9316,-69.8564,9/26/2017,0,85,58
"BATH, ME US",43.9316,-69.8564,9/27/2017,0,80,58
"BATH, ME US",43.9316,-69.8564,9/28/2017,0,81,58
"BATH, ME US",43.9316,-69.8564,9/29/2017,0,73,40
"BATH, ME US",43.9316,-69.8564,9/30/2017,0,64,39
"BATH, ME US",43.9316,-69.8564,10/1/2017,0,60,32
"BATH, ME US",43.9316,-69.8564,10/2/2017,0,67,33
"BATH, ME US",43.9316,-69.8564,10/3/2017,0,68,34
"BATH, ME US",43.9316,-69.8564,10/4/2017,0,63,34
"BATH, ME US",43.9316,-69.8564,10/5/2017,0,69,47
"BATH, ME US",43.9316,-69.8564,10/6/2017,0,76,44
"BATH, ME US",43.9316,-69.8564,10/7/2017,0,65,42
"BATH, ME US",43.9316,-69.8564,10/8/2017,0,68,49
"BATH, ME US",43.9316,-69.8564,10/9/2017,0,69,55
"BATH, ME US",43.9316,-69.8564,10/10/2017,0,68,56
"BATH, ME US",43.9316,-69.8564,10/11/2017,0,75,50
"BATH, ME US",43.9316,-69.8564,10/12/2017,0,64,36
"BATH, ME US",43.9316,-69.8564,10/13/2017,0,59,31
"BATH, ME US",43.9316,-69.8564,10/14/2017,0,59,31
"BATH, ME US",43.9316,-69.8564,10/15/2017,0,68,52
"BATH, ME US",43.9316,-69.8564,10/16/2017,0,68,56
"BATH, ME US",43.9316,-69.8564,10/17/2017,0,63,28
"BATH, ME US",43.9316,-69.8564,10/18/2017,0,55,27
"BATH, ME US",43.9316,-69.8564,10/19/2017,0,70,37
"BATH, ME US",43.9316,-69.8564,10/20/2017,0,65,36
"BATH, ME US",43.9316,-69.8564,10/21/2017,0,68,38
"BATH, ME US",43.9316,-69.8564,10/22/2017,0,70,38
"BATH, ME US",43.9316,-69.8564,10/23/2017,0,64,44
"BATH, ME US",43.9316,-69.8564,10/24/2017,0,61,51
"BATH, ME US",43.9316,-69.8564,10/25/2017,0,68,61
"BATH, ME US",43.9316,-69.8564,10/26/2017,0,65,58
"BATH, ME US",43.9316,-69.8564,10/27/2017,0,61,44
"BATH, ME US",43.9316,-69.8564,10/28/2017,0,59,36
"BATH, ME US",43.9316,-69.8564,10/29/2017,0,60,38
"BATH, ME US",43.9316,-69.8564,10/30/2017,0,62,56
"BATH, ME US",43.9316,-69.8564,10/31/2017,0,60,47
"BATH, ME US",43.9316,-69.8564,11/1/2017,0,55,30
"BATH, ME US",43.9316,-69.8564,11/2/2017,0,52,30
"BATH, ME US",43.9316,-69.8564,11/3/2017,0,57,52
"BATH, ME US",43.9316,-69.8564,11/4/2017,0,63,39
"BATH, ME US",43.9316,-69.8564,11/5/2017,0,50,38
"BATH, ME US",43.9316,-69.8564,11/6/2017,0,59,39
"BATH, ME US",43.9316,-69.8564,11/7/2017,0,59,33
"BATH, ME US",43.9316,-69.8564,11/8/2017,0,47,30
"BATH, ME US",43.9316,-69.8564,11/9/2017,0,42,20
"BATH, ME US",43.9316,-69.8564,11/10/2017,0,49,20
"BATH, ME US",43.9316,-69.8564,11/11/2017,0,37,19
"BATH, ME US",43.9316,-69.8564,11/12/2017,0,35,20
"BATH, ME US",43.9316,-69.8564,11/13/2017,0,42,20
"BATH, ME US",43.9316,-69.8564,11/14/2017,1,33,24
"BATH, ME US",43.9316,-69.8564,11/15/2017,0,42,27
"BATH, ME US",43.9316,-69.8564,11/16/2017,0,39,21
"BATH, ME US",43.9316,-69.8564,11/17/2017,0,46,27
"BATH, ME US",43.9316,-69.8564,11/18/2017,0,41,20
"BATH, ME US",43.9316,-69.8564,11/19/2017,0,55,19
"BATH, ME US",43.9316,-69.8564,11/20/2017,0,55,25
"BATH, ME US",43.9316,-69.8564,11/21/2017,0,36,18
"BATH, ME US",43.9316,-69.8564,11/22/2017,0,50,19
"BATH, ME US",43.9316,-69.8564,11/23/2017,0,49,30
"BATH, ME US",43.9316,-69.8564,11/24/2017,0,38,23
"BATH, ME US",43.9316,-69.8564,11/25/2017,0,45,22
"BATH, ME US",43.9316,-69.8564,11/26/2017,0,51,38
"BATH, ME US",43.9316,-69.8564,11/27/2017,0,43,26
"BATH, ME US",43.9316,-69.8564,11/28/2017,0,40,14
"BATH, ME US",43.9316,-69.8564,11/29/2017,0,43,13
"BATH, ME US",43.9316,-69.8564,11/30/2017,0,55,21
"BATH, ME US",43.9316,-69.8564,12/1/2017,0,46,21
"BATH, ME US",43.9316,-69.8564,12/2/2017,0,48,22
"BATH, ME US",43.9316,-69.8564,12/3/2017,0,39,22
"BATH, ME US",43.9316,-69.8564,12/4/2017,0,40,19
"BATH, ME US",43.9316,-69.8564,12/5/2017,0,37,18
"BATH, ME US",43.9316,-69.8564,12/6/2017,0,52,30
"BATH, ME US",43.9316,-69.8564,12/7/2017,0,51,24
"BATH, ME US",43.9316,-69.8564,12/8/2017,0,42,25
"BATH, ME US",43.9316,-69.8564,12/9/2017,0,37,27
"BATH, ME US",43.9316,-69.8564,12/10/2017,7,34,27
"BATH, ME US",43.9316,-69.8564,12/11/2017,5,36,27
"BATH, ME US",43.9316,-69.8564,12/12/2017,5,39,17
"BATH, ME US",43.9316,-69.8564,12/13/2017,5,32,17
"BATH, ME US",43.9316,-69.8564,12/14/2017,5,27,11
"BATH, ME US",43.9316,-69.8564,12/15/2017,5,22,0
"BATH, ME US",43.9316,-69.8564,12/16/2017,5,21,-1
"BATH, ME US",43.9316,-69.8564,12/17/2017,5,29,2
"BATH, ME US",43.9316,-69.8564,12/18/2017,5,23,3
"BATH, ME US",43.9316,-69.8564,12/19/2017,10,22,6
"BATH, ME US",43.9316,-69.8564,12/20/2017,8,38,19
"BATH, ME US",43.9316,-69.8564,12/21/2017,7,39,12
"BATH, ME US",43.9316,-69.8564,12/22/2017,7,24,6
"BATH, ME US",43.9316,-69.8564,12/23/2017,10,18,12
"BATH, ME US",43.9316,-69.8564,12/24/2017,11,31,16
"BATH, ME US",43.9316,-69.8564,12/25/2017,10,30,15
"BATH, ME US",43.9316,-69.8564,12/26/2017,14,21,7
"BATH, ME US",43.9316,-69.8564,12/27/2017,13,24,-9
"BATH, ME US",43.9316,-69.8564,12/28/2017,13,14,-12
"BATH, ME US",43.9316,-69.8564,12/29/2017,13,5,-19
"BATH, ME US",43.9316,-69.8564,12/30/2017,13,2,-18
"BATH, ME US",43.9316,-69.8564,12/31/2017,13,11,-18
"BELFAST, ME US",44.4395,-68.9892,1/1/2016,6,40,29
"BELFAST, ME US",44.4395,-68.9892,1/2/2016,6,38,26
"BELFAST, ME US",44.4395,-68.9892,1/3/2016,6,35,25
"BELFAST, ME US",44.4395,-68.9892,1/4/2016,6,36,21
"BELFAST, ME US",44.4395,-68.9892,1/5/2016,6,21,2
"BELFAST, ME US",44.4395,-68.9892,1/6/2016,6,19,2
"BELFAST, ME US",44.4395,-68.9892,1/7/2016,6,38,8
"BELFAST, ME US",44.4395,-68.9892,1/8/2016,6,36,10
"BELFAST, ME US",44.4395,-68.9892,1/9/2016,6,38,13
"BELFAST, ME US",44.4395,-68.9892,1/10/2016,5,36,27
"BELFAST, ME US",44.4395,-68.9892,1/11/2016,2,50,35
"BELFAST, ME US",44.4395,-68.9892,1/12/2016,0,39,13
"BELFAST, ME US",44.4395,-68.9892,1/13/2016,5,34,14
"BELFAST, ME US",44.4395,-68.9892,1/14/2016,5,24,9
"BELFAST, ME US",44.4395,-68.9892,1/15/2016,5,25,5
"BELFAST, ME US",44.4395,-68.9892,1/16/2016,5,29,5
"BELFAST, ME US",44.4395,-68.9892,1/17/2016,8,23,16
"BELFAST, ME US",44.4395,-68.9892,1/18/2016,8,31,19
"BELFAST, ME US",44.4395,-68.9892,1/19/2016,9,24,8
"BELFAST, ME US",44.4395,-68.9892,1/20/2016,9,21,7
"BELFAST, ME US",44.4395,-68.9892,1/21/2016,9,26,11
"BELFAST, ME US",44.4395,-68.9892,1/22/2016,9,24,11
"BELFAST, ME US",44.4395,-68.9892,1/23/2016,9,28,3
"BELFAST, ME US",44.4395,-68.9892,1/24/2016,9,18,10
"BELFAST, ME US",44.4395,-68.9892,1/25/2016,9,30,10
"BELFAST, ME US",44.4395,-68.9892,1/26/2016,8,35,13
"BELFAST, ME US",44.4395,-68.9892,1/27/2016,3,48,34
"BELFAST, ME US",44.4395,-68.9892,1/28/2016,2,43,14
"BELFAST, ME US",44.4395,-68.9892,1/29/2016,0,38,14
"BELFAST, ME US",44.4395,-68.9892,1/30/2016,0,34,24
